,Event Date,CIS #,AE,Definite,Entered By,Entered Date,Customer,Adult Guests, Event Menu, Specialty Menu Items, Sweet Treats, Wedding Cake, Coffee + Tea Service, Soft Beverages, Specialty Soft Beverages, Alcoholic Beverages, Wine Service with Dinner, Champagne Toast, Event Personnel, Equipment - TBD, In House Equipment, In House Linens, In House Tables & Chairs, Equipment Rentals, Equipment Rentals - TBD, Venue to Provide, Florals, Florals - Outside, Decor, Tenting, Lighting, Valet, Credit Card Processing Fee, Service Charge, Venue Fee, Gratuity, Delivery, Suggestions & Options, Our Gift to You!, Total Discount,State, Subtotal,Sales Tax
577,2016-08-27,12263A,Mich,08/08/16,Arline,08/08/2016,Marcus,107,7028.0,80.0,1190.0,,,560.0,,,,,4696.0,,535,,,220.5,,,,,,,,,,,,,150.0,,,730.63,DC, 755.5, 75.55
578,2016-09-04,12269,Mich,12/16/15,Arline,11/18/2015,Tomasko,140,7028,80,1190,,,560,,,,,4696,,2408.17,,,3264.7,,,,,,,,,,,,,150,,, 730.63,MD, 19576.87, 1507.93
579,2016-09-10,12056,Mich,12/31/15,Arline,11/04/2015,Yuergens,162,6990,317.35,648,,,648,,1500.0,,,8023,,2324.89,100.0,80.0,892.45,,,,,,,,,,,,,150,,, 967.73,DC, 19993.69, 1999.38
580,2016-09-19,15185,Mich,08/22/16,Gutstein,08/17/2016,Dumbarton Oaks,109,1350,,360,,,300,,1500,,,1794,,763.42,100,80,1455.0,,,,,,,,,,,,,75,,, 250,DC, 6322.42,725.2
581,2016-09-20,15165,Mich,09/09/16,Gutstein,08/16/2016,Politico,100,1100,,,,250.0,400,,1760,,,1608,,779,,,1455,,,,,,,,,,,165.0,,150,,,75.0,DC, 7252, 725.2
582,2016-09-21,15374,Mich,09/09/16,Gutstein,08/31/2016,Politico,100,1400,,260.0,,250,130.0,,585.0,,,1088.5,,1273,,,2242.5,,,,,,,,,,,165,,150,,, 75,DC, 6569, 640.4
583,2016-09-22,14817,Mich,08/01/16,Gutstein,07/13/2016,National Portrait Gallery,65,1690,,260,111.65,,130,,585,,,1686,,932.05,,,241,,,,,,,,,,,,,75,,, 75,DC, 5599.05,651.83
584,2016-09-23,12005,Mich,01/19/16,Arline,11/02/2015,Sherry,63,1488.25,,1822.0,111.65,,260,,756,,,4076,,705.9,,,1722,,,,,900.0,,,,,422.17,1427.2,,150,,, 1374,VA, 9269.8, 651.83
585,2016-09-23,15432,Mich,09/15/16,Cheung,09/07/2016,Morehouse College Alumni Association,350,11400,560.0,1822,,,1050,,,,,6655.5,,3324.65,,,2229,,,,,900,,,,,422.17,1427.2,,150.0,,, 3174.85,DC, 29230.52, 2738.12
586,2016-09-24,13381,Mich,04/20/16,Cheung,03/03/2016,Ezzell,98,4149,560,480,,,392,,728.0,,,4517,,1306.34,,140.0,4724.46,,,,,,,,,,,500,,150,,, 745,DC, 16778.8, 1627.88
587,2016-09-28,15189,Mich,09/02/16,Gutstein,08/17/2016,Northern Virginia Oral Surgery,100,1800,,500,,,300,,728,,,1750,,881.1,,140,,,,,,,,,,,,,,150,,, 297.9,VA, 6249.1, 499.07
588,2016-09-29,14088,Mich,08/19/16,Gutstein,05/10/2016,The Peterson Companies,28,877.5,,156.0,,,91.0,,,,,896.0,,471.12,75.0,,298.0,,,75.0,,,,,,,,,,150.0,,,65.0,MD,3089.62,
589,2016-09-29,15798,Mich,10/11/16,Cheung,10/10/2016,Venture Philanthropy Partners,26,877.5,337.5,156,,,91,,,,,896,,471.12,75,,298,,,75,,,,,,,,,,150,,, 65,MD, 3089.62,1998.97
590,2016-10-01,10323,Mich,07/20/15,Cheung,05/26/2015,Elegantly Chic Events,146,4954,337.5,937.5,,850.0,584,,,,,8214,,2307.68,,100.0,3442.5,,,,,,,,,,,,,150,,, 1351.5,DC, 19989.68, 1998.97
591,2016-10-06,15479,Mich,09/16/16,Gutstein,09/13/2016,Groom Law Group,75,2775,,937.5,,850,375,,602.0,,,2114,,1057.5,,100,,,,,,,,,,,,,,150,,, 325,DC, 8359, 835.9
592,2016-10-06,15595,Mich,09/28/16,Gutstein,09/22/2016,Dumbarton Oaks,37,1218.5,,296,,650.0,92.5,,602,,,1602,,761.46,,,,,,,,,,,,,,,,150,,, 217.5,DC, 4722.46,
593,2016-10-07,15634,Mich,09/28/16,Gutstein,09/26/2016,Dumbarton Oaks,130,4162.5,,315,,650,650,,1235,,,2979,,1108.92,40.0,,,,,,,,,,,,,,,150,,, 377.98,DC, 11250.42,
594,2016-10-08,15575,Mich,09/28/16,Gutstein,09/20/2016,Dumbarton Oaks,130,3001.25,,,,650,455,,,,,1071,,741,40,,7638.18,,,,,,,,,,,,,150.0,,, 397,DC, 5958.25,1639.27
595,2016-10-08,12600,Mich,02/25/16,Arline,12/23/2015,Lavasani,165,1050,182.25,513.0,,,700,,,,,6736,,118.47,,,7638.18,85.93,,,,,,,,,,1234.6,900.0,150,,, 501.5,DC, 16392.65, 1639.27
596,2016-10-15,10514,Mich,10/20/15,Cheung,06/16/2015,Adelman,82,4029,182.25,513,,,358,,,,,5376,,1801.82,,,1692.75,85.93,,,,,,,,,,1234.6,900,,,, 1555.38,MD, 16173.35, 1045.63
597,2016-10-15,10748,Mich,10/29/15,Arline,07/17/2015,Shapiro,134,5868.5,390,204,,,254,,,,,5656,,1785.08,,,3532.0,,,,,,,,,,,,,150.0,,, 1441.5,VA, 14157.58, 1118.11
598,2016-10-15,12608,Mich,02/15/16,Cheung,12/28/2015,Littman,191,7196.25,133.5,285,,170.0,668.5,,1270.0,510.0,,7022,,3941.67,,,3532,,,850.0,,30.0,,,,,,,,150,,, 915.46,DC, 23228.92, 2292.9
599,2016-10-18,15430,Mich,09/15/16,Arline,09/07/2016,Robert F. Kennedy Human Rights,85,3025,,765,,170,255,,1270,510,,3292,,1510.6,,100.0,1400,,,850,,30,,,,,,,,150,,, 923.7,DC, 15927.6,
600,2016-10-18,15661,Mich,10/03/16,Gutstein,09/28/2016,National Museum of Women in the Arts,50,300,,200,,,400.0,,1532.0,,,1158,,419.5,,100,,,,,,,,,,,,,,75,,, 300,DC, 2252.5,743.24
601,2016-10-19,15758,Mich,10/11/16,Gutstein,10/06/2016,Politico,100,1800,,300,,,400,,1532,,,2596,,654.36,,,,,,,,,,,,,,,,150,,, 280.44,DC, 7432.36, 743.24
602,2016-10-20,15716,Mich,10/10/16,Sutherland,10/04/2016,Fishman-employee,25,391,36.0,85,133.15,,348.0,,,,,6286.0,,1839.0,,,2155.05,,,,,,,,,,,,,75,,,375.0,MD, 551, 47.6
603,2016-10-22,13046,Mich,02/29/16,Arline,02/04/2016,Parco,117,3563,36,750.0,133.15,,348,,,,,6286,,1839,,,2155.05,,,,,740.0,,,,,,,,150,,, 375,DC, 14510.2, 1451.03
604,2016-10-23,13298,Mich,03/02/16,Cheung,02/26/2016,Michigan State University Alumni Association,125,4413.25,41.5,750,,,250,,300.0,,,5654,,2468.25,,20.0,2251,,,,,740,,,,,,,,150,,, 2186.75,DC, 16718, 1671.81
605,2016-10-23,15840,Mich,10/13/16,Cheung,10/13/2016,Dumbarton Oaks,80,1440,,,,,80,,300,,,926,,576,,20,,,,,,,,,,,,,,150,,, 50,DC, 3492,
606,2016-10-24,15841,Mich,10/13/16,Cheung,10/13/2016,Dumbarton Oaks,80,1440,,,,,80,,300,,,926,,768,150.0,20,,,,,,,,,,,,,,150,,, 50,DC, 3684,1011.15
607,2016-10-25,15760,Mich,10/18/16,Arline,10/06/2016,Politico,300,4200,,,,,,,2565,,,3036,,2241.45,150,150,634.8,,,,,,,,,,111.71,,,150,,, 495.55,VA, 12492.45, 1011.15
608,2016-10-26,15730,Mich,10/17/16,Gutstein,10/04/2016,EYP,60,2108,,,,,75.0,,,,,1226.0,,584.25,125.0,70.0,634.8,,,,,,,,,,111.71,,,50,,,,DC, 2904.51, 279.28
609,2016-10-27,15726,Mich,10/18/16,Gutstein,10/04/2016,Landon School,75,937.5,,120.0,,240.0,75,,420.0,,,1226,,584.25,125,70,,,,,,,,,,,,,,150,,,657.1,MD, 3167.75,680.81
610,2016-11-03,15562,Mich,10/21/16,Gutstein,09/20/2016,Roxul,60,3030,,120,,240,300,,420,,,2141,,407.1,,,,,,,,,,,,,,,,150,,, 657.1,DC, 6808.1, 680.81
611,2016-11-03,15773,Mich,10/14/16,Cheung,10/07/2016,Dumbarton Oaks,30,1036.75,16.0,240,,,75,,450,,,1194,,617.4,,,,,,,,,,,,,,,,150,,, 200,DC, 3763.15,601.15
612,2016-11-03,15402,Mich,10/07/16,Cheung,09/02/2016,The Josh Anderson Foundation,140,3080,16,560,12.0,375.0,,157.5,,,,2166,,1759.8,,,,,,,,,,,,,,,,150,,, 740,VA, 7731.8, 601.15
613,2016-11-05,13087,Mich,04/25/16,Arline,02/08/2016,Anderson,152,5884,306,1232,12,375,255.0,157.5,425.0,,,5459,,1243.55,,,,,,,,,,,,,,395.0,,150,,,289.0,DC, 13575.5, 1357.55
614,2016-11-09,15644 - A,Mich,10/21/16,Arline,09/27/2016,Concern Worldwide,85,2550,,170,,255,255,,425,,,1866,,1243.55,,,1200.0,,,,,,,,,,,395,,150,,, 289,DC, 7309.55, 691.46
615,2016-11-09,16125,Mich,11/02/16,Gutstein,11/02/2016,Concern Worldwide,85,2030.0,,,,,210.0,,,,,1834.0,,1201.11,,50.0,1200,,,,,,,,,,,,,150.0,,,137.49,DC, 1200, 120
616,2016-11-12,15909,Mich,10/24/16,Arline,10/18/2016,Albrittain,70,2030,,,,,210,,900.0,,,1834,,1201.11,,50,,,,,,,,,,,,,,150,,, 137.49,VA, 5475.11, 409.11
617,2016-11-16,16120,Mich,11/04/16,Gutstein,11/01/2016,Politico,45,765,,180.0,,140.0,67.5,,900,,,1350,,418.05,,40,,,,,,,,,,,,,,150,,, 100,VA, 3690.55, 281.73
618,2016-12-02,15999- A,Mich,11/17/16,Gutstein,10/25/2016,Urban Institute,35,2262.5,,180,,140,70,,1260.0,,,1351,,705.5,150.0,120.0,,,,90.0,,,,,,,,,,150,,, 264.5,DC, 4859,605.71
619,2016-12-02,16049,Mich,11/11/16,Cheung,10/27/2016,Todd,90,1530,,1620.0,,,180,,1260,,,1741,,836.1,150,120,,,,90,,,,,,,,,,150,,, 330,DC, 6057.1, 605.71
620,2016-12-03,16171,Mich,11/10/16,Gutstein,11/04/2016,Triantos,140,5980,,1620,,115.0,720,,,,,4390.5,46.0,2802.6,230,120,,,,,,,,,,,,,,150,,, 580,VA, 16013.1, 1284.59
621,2016-12-03,15221,Mich,08/22/16,Cheung,08/19/2016,Kestler Financial Group,46,2563,,276,,115,161,,,,,2526,46,992.68,,30.0,,,,,,,,,,,,,,150,,,,VA, 6829.68, 525.38
622,2016-12-08,16465,Mich,12/01/16,Gutstein,11/22/2016,Haria,24,684,,144,,,70.0,,,,,861,,363.12,267.0,30,,,,,,,,,,,,,,150,,,242.48,VA, 2232.12, 158.05
623,2016-12-09,15639,Mich,11/03/16,Gutstein,09/27/2016,Grocery Manufacturers Association,65,1332.5,180.0,275,,,70,,,,,1072,,549.57,267,,,,,,,,,,,,,,,150,,, 242.48,DC, 3716.07, 371.61
624,2016-12-10,14016,Mich,06/21/16,Cheung,05/03/2016,Levy,77,4517,180,544,,100.0,816,,,,,2946,,2525.52,560,40.0,,,,150.0,,,,,,,,,,150,,, 192.5,VA, 12238.52, 967.59
625,2016-12-10,15501,Mich,10/18/16,Cheung,09/14/2016,Merrill Lynch,40,1536,,240,,100,160,,2010.0,,,1134,,542.8,405.0,40,1012.5,,,150,,,,,,,,,,150,,, 144,MD, 4052.8, 315.61
626,2016-12-10,15869,Mich,11/03/16,Cheung,10/14/2016,SkyePoint Decisions,90,3217.5,,450,,,270,,2010,,,2350,,1296,405,,1012.5,,,,,,,,,,,,,150,,,90.0,DC, 11161, 1116.1
627,2016-12-11,16478,Mich,11/29/16,Gutstein,11/28/2016,Peterson,40,2000,,160,,,150,,,,,1383,,795,,,162,,,1500.0,,,,300.0,,,,,,150,,, 90,VA, 4800, 371.4
628,2016-12-11,15668,Mich,11/17/16,Gutstein,09/29/2016,ITG,380,17725,,2555,,,1900,,1771.2,,,8339,,3680.1,,,3964,,,1500,,,,300,,,,,,150,,, 4449.5,DC, 40113.1, 4011.31
629,2016-12-12,16276,Mich,11/16/16,Cheung,11/09/2016,Dumbarton Oaks,150,8625,143.74,900,59.79,,450,,1771.2,378.0,,3473,,1883.08,,,599,,,1175.0,,,,,,171.98,,,,150,,, 470.77,DC, 17851.28,
630,2016-12-12,15722,Mich,10/28/16,Arline,10/04/2016,American Society of Mechanical Engineers,63,3543.5,143.74,504,59.79,,157.5,,814,378,,2888,,1106.42,,80.0,1909.7,,,1175,,,,,,171.98,,,,150,,, 491.12,DC, 13001.63,327.32
631,2016-12-14,16341,Mich,12/01/16,Gutstein,11/14/2016,Virginia Hospital Center,50,1337.5,,237.5,,250.0,150,,350,,,1163.5,,753.5,,80,1349.5,,,,,,,,,,,145.0,,150,,, 125,VA, 4222, 327.32
632,2016-12-15,15969,Mich,11/30/16,Gutstein,10/24/2016,Politico,100,1200,,320.0,,250,300.0,80.0,,,,973,,1273,300.0,,1349.5,,,,,,,,,,,145,,150,,, 125,DC, 5340.5, 519.55
633,2016-12-17,11170,Mich,06/30/16,Gordon,08/28/2015,Baker,63,2565.75,,320,,,300,80,,,,2334,,1433.6,300,80.0,923.0,,,150.0,,,,,,,,,,150,,, 157.5,VA, 7483.35, 570.64
634,2016-12-17,16105,Mich,11/15/16,Cheung,11/01/2016,Malcolm,102,6120,,677,,205.0,408,,,,,2634.5,,1741.14,,80,923,,,150,,,,,,231.13,,,,150,,, 292,DC, 12883.64, 1288.36
635,2017-01-05,16691,Mich,12/22/16,Arline,12/12/2016,White House Historical Association,90,2419,,656,,205,164,800.0,,,,2013.97,,1815.36,,250.0,1384.2,,,250.0,,,,,,231.13,,,,135,,, 975.22,DC, 9023.66,4054.13
636,2017-01-20,14796-2,Mich,11/07/16,Gutstein,07/11/2016,Groom Law Group,200,14555,60.0,3510,72.0,960,600,800,,,,13686.5,,3443.2,60.0,250,2336.55,,,250,,,,,,527.25,,,,150,,, 1050.8,DC, 40541.25, 4054.13
637,2017-01-20,16782-2,Mich,12/22/16,Gutstein,12/16/2016,Pfizer,125,7656.25,60,750,72,750,750,,1163.0,,,6388.25,,1991.25,60,,545,,,,,,,,,527.25,,,,150,,,885.83,DC, 19700, 1917.29
638,2017-01-26,16974,Mich,01/13/17,Gutstein,01/06/2017,Bayfirst Solutions LLC,62,2008.8,,167.4,310,150.0,288,75.0,1163,,,1715.4,,896.71,,,1181.2,,,,,,,,,,,,,135,,, 885.83,DC, 7865.51, 786.55
639,2017-01-28,16762,Mich,12/29/16,Gutstein,12/14/2016,Peterson,30,860,,,,150,,75,,,,1047,,659.4,,30.0,,,,,,,,,,,,,,150,,, 92.5,VA, 2941.4, 210.88
640,2017-01-28,17177,Mich,01/23/17,Gutstein,01/18/2017,Kestermann,28,869,,330.0,,,220.0,,,,,650,,362.1,,30,,,,,,,,,,,,,,150,,, 105,VA, 2061.1, 149.43
641,2017-01-28,16763,Mich,12/29/16,Gutstein,12/14/2016,Peterson,55,2255,,330,,,220,,,,,1444,,993.85,,30,,,,,,,,,,,,,,150,,,,VA, 5422.85, 428.57
642,2017-02-02,17312,Mich,01/30/17,Gutstein,01/30/2017,Groom Law Group,65,730,424.0,355.0,240.0,,,135.0,,,,6228.0,,120.25,,,2634.0,,,,,,,,,,,,,50,,,523.38,DC, 900.25, 90.03
643,2017-02-03,10334,Mich,10/21/15,Arline,05/27/2015,Barkakati,106,3720,424,355,240,,,135,,,,6228,,2175.1,,,2634,,,,,,,,,2.7,,,,150,,, 523.38,DC, 16061.1, 1606.11
644,2017-02-05,16841,Mich,01/30/17,Gutstein,12/22/2016,St. John's Episcopol Church  Lafayette Square,80,1792,,216,,50.0,48.0,,144.0,125.0,,360,,410.08,350.0,,,,,,,,,,,2.7,,,,50,,,,DC, 2420.7,
645,2017-02-08,17001,Mich,01/23/17,Gordon,01/09/2017,President and Fellows of Middlebury College,16,632,,96,,50,48,,144,125,,885,,410.08,350,,,,,,,,,,,72.26,,,,150,,,,DC, 2962.34,36.0
646,2017-02-09,17383,Mich,02/06/17,Gutstein,02/03/2017,Fishman-employee,25,360,,2380.0,,,660.0,,7589.0,,,7446.0,,2486.55,,,2500.0,,,,,930.0,,,,,,,,,,,4572.25,VA, 360, 36
647,2017-02-11,16832,Mich,01/05/17,Arline,12/21/2016,Georgetown University - Center for Security Studies,350,7670,,2380,,,660,,7589,,,7446,,2486.55,87.5,60.0,2500,,,,,930,,,,,,,,150.0,,, 4572.25,DC, 31661.55,316.7
648,2017-03-01,16515,Mich,02/17/17,Gutstein,11/29/2016,Groom Law Group,50,1290,,,,187.5,125,,,,,801,,653.5,87.5,60,,,,,,,,,,,,123.75,,150,,, 87.5,DC, 3167, 316.7
649,2017-03-07,17535,Mich,02/24/17,Gutstein,02/14/2017,Politico,75,1050,,,,187.5,20.0,,,,,1064.5,,772.5,175,,,,,,,,,,,,,123.75,,150,,,1103.07,DC, 3523.25, 339.95
650,2017-03-11,17221,Mich,02/27/17,Gutstein,01/23/2017,Fishman-employee,50,223.5,,120.0,,,20,,,,,,,9.38,,,30.0,,,,,,,,,75.32,,,,75,,, 1103.07,MD, 327.88, 24.91
651,2017-03-14,17830,Mich,03/13/17,Gutstein,03/03/2017,Arlington Economic Development,20,790,,120,,,,240.0,,,,,,,,,30,,,,,,,,,75.32,,,,,,,,VA, 1015.32,150.5
652,2017-03-15,17131,Mich,02/06/17,Gutstein,01/16/2017,The Washington Post,175,1265,,,,250.0,,240,,,,6470.5,,3352.72,,,2124.5,,,,,,,,,,,,,150.0,,,2323.28,DC, 1505, 150.5
653,2017-03-15,16794,Mich,02/15/17,Arline,12/19/2016,West Asia Council,300,9075,,750.0,,250,637.5,,,,,6470.5,,3352.72,,,2124.5,,,,,,,,,,,,,150,,, 2323.28,DC, 21422.72,
654,2017-03-16,15964,Mich,01/31/17,Gutstein,10/21/2016,Girls  Inc.,150,5475,,750,,300,637.5,,,,,5039.5,,2523.37,,,3729.5,,,,,,,,,,,,,150.0,,, 991.13,DC, 18454.87,964.83
655,2017-03-18,16437,Mich,02/06/17,Thaler,11/21/2016,Berger,92,4225,,598.92,,212,345,,866.0,,,3166,,1783.88,250.0,,2162.4,,,,,,,,,100.28,,,,150,,,,VA, 12643.2, 964.83
656,2017-03-18,16778,Mich,03/09/17,Gutstein,12/15/2016,University of Michigan Department of Cardiology,40,1140,,,,490.0,120,,866,,,1257,,504,250,,,,,,,,,,,100.28,,,,150,,,1222.5,DC, 4387.28,599.1
657,2017-03-22,17994,Mich,03/15/17,Gutstein,03/13/2017,The Washington Post,225,2670,,550.0,,490,200.0,,800.0,,,1200,,1356,125,,610.0,,,650.0,,,,,,235.84,,,,150,,, 1222.5,DC, 5991, 599.1
658,2017-03-28,17480,Mich,03/14/17,Gutstein,02/10/2017,Charles Schwab,50,2750,,550,581.25,,200,186.0,800,127.6,20.0,1981,,1055,,,610,,,650,,,,,,235.84,,,,150,,,467.0,VA, 8981.84, 687.76
659,2017-04-01,16006,Mich,02/02/17,Gutstein,10/25/2016,Marchick,131,7701.5,,984.25,581.25,,635,186,1140.0,127.6,20,6655,,1918,,,70,,,,,,,,,,,,,150,,, 467,DC, 19028.6, 1902.87
660,2017-04-04,16800,Mich,01/09/17,Thaler,12/19/2016,Cornell University,190,5180,63.8,760,,,190,,1140,,,3390,,1393.65,,,2206.6,,,,,,,,,,,,,150.0,,, 1903.65,DC, 12053.65,1113.7
661,2017-04-15,13259,Mich,05/13/16,Arline,02/23/2016,Covindassamy,66,3914,63.8,320.0,,80.0,66,,480.0,,,3577,,1159.62,,,2206.6,,,,,,,,,,,,,150,,, 175,DC, 11137.02, 1113.7
662,2017-04-20,18087,Mich,04/07/17,Gutstein,03/20/2017,Dumbarton Oaks,40,1300,,320,,80,180,,480,,,1946,,923.2,254.5,,585,,,,,,,,,52.17,,,,75.0,,, 150,DC, 5814.2,
663,2017-04-21,18152,Mich,04/05/17,Gutstein,03/23/2017,Dumbarton Oaks,100,1795,,600,,,200,,600,,,2302,,1130,254.5,,476.0,,,,,,,,,52.17,,,,75,,, 529.5,DC, 7008.67,
664,2017-04-21,18168,Mich,04/07/17,Gutstein,03/24/2017,Dumbarton Oaks,100,3630,,400.0,,100.0,330,,1320,,,2304,,1386,254.5,,476,,,,,,,,,46.96,,,,150,,,404.5,DC, 9596,
665,2017-04-22,18236,Mich,04/05/17,Gutstein,03/28/2017,Dumbarton Oaks,100,1175,,400,,100,200,,600,,,2302,,1130,254.5,,2001.55,,,,,,,,,46.96,,,,100,,, 404.5,DC, 6308.46,1167.24
666,2017-04-24,16157,Mich,01/17/17,Gutstein,11/03/2016,National Association of State Chief Information Officers,150,8100,,900,,,300,,1500,,,3285,,3367.5,,,2001.55,,,,,,,,,,,,,150,,,,VA, 19604.05, 1167.24
667,2017-04-27,17747,Mich,03/27/17,Thaler,02/27/2017,Baker Botts L.L.P,50,1300,,550,,937.5,150,,15159.9,,,1653,,753.5,,,699,,,,,,,,,,,,,300.0,,,5300.0,DC, 5105.5, 510.55
668,2017-05-06,15004,Mich,08/31/16,Gutstein,08/01/2016,INOVA,950,10663,,237.5,,937.5,3300,,15159.9,,,23696,,7200,,,,,,,,,,,,34.32,,,,300,,, 5300,VA, 61493.9, 4883.55
669,2017-05-11,18086,Mich,03/31/17,Gutstein,03/20/2017,Urban Institute,30,1975,,160,,200,60,,,,,1389,,642.56,,,,,,,,,,,,34.32,,,,150,,, 260.64,DC, 4610.88,150125.4
670,2016-03-01,13052,MM,2/26/2016,McConnell,2/4/2016,Small Business Investor Alliance,70.0,,,,,,105.0,,,,,336.0,,6.0,,,,,,,,,,,,,,,,,,, 125923.9,DC, 1957581.82,  150125.4
671,2016-03-01,13052,MM,02/26/16,McConnell,02/04/2016,Small Business Investor Alliance,70,,,,,,105,,,,,336,,6,,,,,,,,,,,,,,,,,,,,DC, 447, 44.7
672,2016-06-08,13745,MM,06/06/16,McConnell,04/07/2016,JJA Consultants,25,,,,,,36,,,,,455,,3,,,70.0,,,,,,,,,,,326.58,,150.0,,,348.0,VA, 494, 31.08
673,2016-07-10,14407,MM,06/17/16,McConnell,06/07/2016,Maryland Optometric Association,65,,,,,,,,,,,1106,,271,,,70,,,,,,,,,,,326.58,,150,,, 348,VA, 1923.58, 86.82
674,2016-08-01,14950,MM,07/28/16,McConnell,07/25/2016,Georgetown Medical Center Development Office,24,,,,,,,,,,,84,,479.5,435.0,180.0,,,,,,,,,,,,427.25,,150.0,,,,DC, 84, 8.4
675,2016-09-01,14795,MM,08/26/16,McConnell,07/11/2016,The UIP Companies  Inc,120,,,,,,,,,,,1393,,479.5,435,180,,,,,,,,,,,,427.25,,150,,,,VA, 3064.75, 149.25
676,2016-09-11,15398,MM,09/07/16,McConnell,09/02/2016,Mac,25,,,,,,,,,,,378,,91.1,25,,,,,,,,,,,,,,,150,,,,VA, 644.1, 29.65
677,2016-10-10,13294,MM,02/25/16,McConnell,02/25/2016,Millennial Week,95,,,,,,,,,,,315,,,,,,,,,,,,,,,,,,,,,,DC, 315, 31.5
678,2016-10-12,14929,MM,09/27/16,McConnell,07/22/2016,Millennial Week,95,,,,,,,,,,,315,,,,,,,,,,,,,,,,,,,,,,DC, 315, 31.5
679,2016-10-13,14930,MM,07/22/16,McConnell,07/22/2016,Millennial Week,96,,,,,,,,,,,315,,266.2,,,,,,,,,,,,,,,,,,,,DC, 315, 31.5
680,2017-01-25,17174,MM,01/19/17,McConnell,01/18/2017,HBI,35,,,,,,,,,,,202.5,,266.2,292.5,,,,,,,,,,,,,,,,,,47.7,DC, 468.7, 46.87
681,2017-02-03,17077,MM,01/30/17,McConnell,01/12/2017,George Mason University,75,,,,,,,,,,,751.5,,136.8,292.5,,,,,,,,,,,,,,,150.0,,, 47.7,VA, 429.3,51.33
682,2017-02-15,17232,MM,01/24/17,McConnell,01/24/2017,EODC,50,,,,,,,,,,,751.5,,104,,,,,,,,,,,,,,,,150,,,395.7,VA, 1005.5, 51.33
683,2016-10-20,15721,Nikki,10/17/2016,Best,10/4/2016,Rodgers,26.0,251.6,,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,,, 395.7,VA, 9505.93,  542.6
684,2016-10-20,15721,Nikki,10/17/16,Best,10/04/2016,Rodgers,26,251.6,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,VA, 290.6, 27.5
685,2016-12-23,16802,Rachel,12/20/2016,Thaler,12/19/2016,East,10.0,295.0,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,VA, 290.6,  27.5
686,2016-12-23,16802,Rachel,12/20/16,Thaler,12/19/2016,East,10,295,,60,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,VA, 415, 35.5
687,2015-12-18,12283,Sam,12/9/2015,Konstandt,11/20/2015,MSI,57.0,2430.75,,510.0,,,85.0,,,,,2466.0,,1153.45,,,,,,,,,,,,,,,,150.0,,,317.5,VA, 415,  35.5
688,2015-12-18,12283,Sam,12/09/15,Konstandt,11/20/2015,MSI,57,2430.75,,510,,,85,,,,,2466,,1153.45,,,,,,,,,,,,,,,,150,,, 317.5,VA, 6795.2, 519.75
689,2016-02-02,12893,Sam,01/27/16,Konstandt,01/22/2016,American Continental Group  Inc.,106,2278,,,,,318,,,,,762,,1159.22,,,,,,,,,,,,,,,,150,,, 489.8,DC, 4667.22, 466.72
690,2016-02-04,12994,Sam,02/01/16,Konstandt,02/01/2016,Beam Suntory,12,339,,,,,69.0,,,,,128,,72,,,,,,,,,,,,,,107.4,,75,,,195.0,DC, 614, 61.4
691,2016-02-12,12382,Sam,01/07/16,Cheung,12/02/2015,3 Pillar Global,57,1005,,,,,69,140.0,1398.0,,,1158,,239.4,,,,,,,,,,,,,,107.4,,,,, 195,DC, 2578.8, 247.14
692,2016-02-18,12452,Sam,02/10/16,Konstandt,12/09/2015,Deloitte Consulting,140,3150,,664.0,,,140,140,1398,,,2046,,,,,,,,,,,,,,,,482.8,,,,, 738,DC, 7356.8, 687.4
693,2016-02-23,13038,Sam,02/10/16,Konstandt,02/04/2016,International Spy Museum,75,1535.5,48.5,664,,,332.5,,1140.0,,,1374,,1610.96,,,1475.0,,,,,,,,,,,,,150.0,,, 1772,DC, 3573.5, 357.35
694,2016-03-04,10578,Sam,02/16/16,Konstandt,06/25/2015,CSI Events,95,3847.5,48.5,475,,,332.5,,1140,,,2840,,1610.96,,,1475,,,,,,,,,,,513.0,,150,,, 284.29,DC, 11919.46, 1191.95
695,2016-03-04,11802,Sam,02/19/16,Konstandt,10/19/2015,CU-Tech,120,3360,,2580.0,,,330,,1440,,,1952,,1044,,,3226.75,,,,,,,,,,,513,,150,,, 260,DC, 8789, 827.6
696,2016-03-05,12719,Sam,02/09/16,Konstandt,01/07/2016,TKL Research  Inc.,215,8170,,2580,,,336.0,,2924,,,4222,,1708.77,,,3226.75,,,,,,,,,,,1397.5,,150,,, 2516.28,DC, 24379.02, 2298.16
697,2016-03-06,10322,Sam,10/19/15,Konstandt,05/26/2015,Hawkins,80,2946,,,,,336,,312.0,,,2574,,817.08,,,,,,,,,,,,,,146.7,,150,,, 1182.8,VA, 6823.08, 531.66
698,2016-03-15,12741,Sam,01/27/16,Konstandt,01/07/2016,NIU Alumni Association,45,1020,,,,,135,78.0,312,130.0,,1072,,160.87,377.0,,,,,,,,,,,,,146.7,200.0,150.0,,, 281.63,DC, 2846.57, 269.99
